track_id,cover_downloaded,preview_downloaded
1ZNVczQsUBA64aWhvWqaap,true,true
5hQSXkFgbxjZo9uCwd11so,true,true
3aw9iWUQ3VrPQltgwvN9Xu,true,true
6wN4nT2qy3MQc098yL3Eu9,true,true
5BfCoUcWNXcpyJfjXRIeyC,true,true
2cYqizR4lgvp4Qu6IQ3qGN,true,true
0d28khcov6AiegSCpG5TuT,true,true
3jHdKaLCkuNEkWcLVmQPCX,true,true
5nexAvWNhwg51EavnDgViy,true,true
3Be7CLdHZpyzsVijme39cW,true,true
2sVM0on2db42X3aH5hrx7o,true,true
0bhWW1Bve1Ng6kEm8WjiQA,true,true
0yyZN5ASdrYu0XYWFzfxUu,true,true
1T4k0sw0HldDg004Kw4Oct,true,true
5ajjAnNRh8bxFvaVHzpPjh,true,true
7l0Lr7Tl4Gt8hQj4v3rwtf,true,true
285hMzLhJwHVLe9QT9qilk,true,true
5yzH31eVQS7ctEcvYIwdTk,true,true
7FIWs0pqAYbP91WWM0vlTQ,true,true
0g4fzRkbLeCDUCoe5iUOcf,true,true
3vHKqg3WDgtWA5unl5layh,true,true
2gMXnyrvIjhVBUZwvLZDMP,true,true
2vgUijXOTRMnWXDtvgMp2b,true,true
7krbSH3rd8lhIZvuzTV3Bl,true,true
11k8KTbNeG9iabeNXMuwf0,true,true
2bdVgAQgosGUJoViVDNeOV,true,true
07nH4ifBxUB4lZcsf44Brn,true,true
7rp5s1fEFuu42FoeHrrPyx,true,true
5UsLjwBaTHBX4ektWIr4XX,true,true
0YImOCkIJ2PWhCXaURCZnY,true,true
6VOb0Kkrd45Bp5RHYSla2J,true,true
1rnYNAJPAb586NhetosdNW,true,true
6tS3XVuOyu10897O3ae7bi,true,true
4UldILPVpnZO69ffK4B9aA,true,true
5tz69p7tJuGPeMGwNTxYuV,true,true
0lx2cLdOt3piJbcaXIV74f,true,true
3qAJAUr7yc9bPDx4ESt6ND,true,true
4q05KbxYZ5JdkmrletgPjF,true,true
6WHZvtFnceMMv08gUCHR0y,true,true
7CiDwKE62N6ey3LyG6s7xc,true,true
5ubHAQtKuFfiG4FXfLP804,true,true
45pUWUeEWGoSdH6UF162G8,true,true
55rn9bs7vZBsEK4Y4URraH,true,true
44tTqUi3xi7E28QLzHVdUA,true,true
4KYdqX7VWv3gBuFNI0n4mJ,true,true
3IAfUEeaXRX9s9UdKOJrFI,true,true
3pCt2wRdBDa2kCisIdHWgF,true,true
6Wx88Mv6b9ofjKMKkdwOJd,true,true
6tHISnh1biy5luSS9cvaNc,true,true
6mXdCcFnPKQznj4CmMRmHC,true,true
3QWCxOv2YharMus6KbfiPJ,true,true
2Q9nA56DKKJhj4cHMbHlAS,true,true
3jPp5Aukksz9Ir0gZy6lZM,true,true
20pJKlNIU3J1CrvhBr1kQ8,true,true
2SLwbpExuoBDZBpjfefCtV,true,true
71mHO4fFmS2Xu5XxZbcRND,true,true
2dHoVW9AxJVSRebPRyV2aA,true,true
1BV0m40U0M4t1SLIsDnwZl,true,true
0DuylJNqsvjRN9hhWUdeJZ,true,true
6Hgh47WXVKtXN5zGOu0hjI,true,true
1lRtH4FszTrwwlK5gTSbXO,true,true
1PoJXULCvl03b1fiZmMxmd,true,true
1nWB8isqs2tviWk20G5pow,true,true
3jbT1Y5MoPwEIpZndDDwVq,true,true
4C5iYZMmSYeIUCtX3uShA7,true,true
0YNtAadZvKBBEFARtfoCV8,true,true
7ETjhPaIU4UmHOiimJBZz9,true,true
5Wvw29RKTFSK0IuCd2qs4m,true,true
1U6oVlu9LhCCj7mRfsomDp,true,true
1nYeVF5vIBxMxfPoL0SIWg,true,true
4otT81iBBpaf36roGtzT4a,true,true
7nZUNopZZQX1PhfuvrXTWN,true,true
2zmo93xTzKTP0lztR9iy9H,true,true
2BJy4svtrGACqRB5BFLOK6,true,true
55ZATsjPlTeSTNJOuW90pW,true,true
5elW2CKSoqjYoJ32AGDxf1,true,true
50kpGaPAhYJ3sGmk6vplg0,true,true
2WP8G2pdddDmnh1xbfKBOI,true,true
1dUHF4RyMmMTveJ0Rby6Xm,true,true
1Cj2vqUwlJVG27gJrun92y,true,true
5PzWVmfzu7rePAuFkxPQf0,true,true
0HAqq2GcQKyi3s87GuN7jU,true,true
1RGlfmdvcfatN0ZLOmzanS,true,true
0mlxHb4jbPr1PUBUv0WHRS,true,true
3H5PW5NXN6lOiRDlbGLX25,true,true
1qzHqfvKrZWo6dVHM1dXrj,true,true
0W4Kpfp1w2xkY3PrV714B7,true,true
2y4lAQpi5VTNLu2ldeTdUH,true,true
0fB77VOZ2FkQeKLv1DuEwp,true,true
7Ks4VCY1wFebnOdJrM13t6,true,true
79zvVrn65ksbiGQxrtV4I5,true,true
4Hff1IjRbLGeLgFgxvHflk,true,true
2RZWiishrE4Tygv9R7zuZe,true,true
1TUuhV75FeOF6UObRsABo2,true,true
4gXdMZkBN1neE9nX6yRALa,true,true
6kxaaIeowajN7w21PfMLbu,true,true
5u1n1kITHCxxp8twBcZxWy,true,true
3VvA1wSxukMLsvXoXtlwWx,true,true
2RiBogNRfulkNf7fVbPOrJ,true,true
20McUFi8KCIVdNDLrkTDuZ,true,true
5vjLSffimiIP26QG5WcN2K,true,true
7qOsSOpiL3R8RKyiBtIYNQ,true,true
5HCyWlXZPP0y6Gqq8TgA20,true,true
583Fc6qU9thMdXu64j1Wus,true,true
5InOp6q2vvx0fShv3bzFLZ,true,true
5tyznRXlcIx0XlQ7S8iCMW,true,true
6wAFvJPpTZVirBKGZ4EnMW,true,true
39sDitIeCMrVX2QyXHY46t,true,true
24nK8tW7Pt3Inh2utttuoG,true,true
02dphTJYUQ9pmdNC52iyOz,true,true
1mohfLaTJtB2RplHLQVM70,true,true
7BMO7O7ImjV8HNTH74Tshv,true,true
4Y7XAxTANhu3lmnLAzhWJW,true,true
0qo1JukfClmpHnUOJxpFXi,true,true
4FGvRqZ1pPaflN2jjLBMB9,true,true
4T4NLIMypdmyUwK54jECk4,true,true
4x1dWc1GgAfC04GcTlllax,true,true
13SWee2K1tLqE8rzgoIAzC,true,true
33a2zTGZocgU9XVDDILHM3,true,true
2aI21FnmY7TJVKeMaoQZ0t,true,true
5WVZfMIrS6hbvwG8hpRHCR,true,true
5bJ1DrEM4hNCafcDd1oxHx,true,true
5QpaGzWp0hwB5faV8dkbAz,true,true
1fLlRApgzxWweF1JTf8yM5,true,true
332GJ8ykVuEt3jOT1sy7j6,true,true
4kvjThnfQIsPOKjxx0aZDu,true,true
2xRGPubKBTHX6iyrpQvtCy,true,true
79HZAZNnOE97rb2hnI0XQr,true,true
3CA9pLiwRIGtUBiMjbZmRw,true,true
7GARzfC1mwhDuk4t9WOACq,true,true
531KGXtBroSrOX9LVmiIgc,true,true
3tjfbu0G0PPy8UjhxfxVIe,true,true
16HsEMkim07LboMyhR81eu,true,true
4YxZQd3I4rj1nqkXgvpCk4,true,true
7j57nadsCph2KI9eYuaum8,true,true
0sY6ZUTh4yoctD8VIXz339,true,true
0DMRKqrpd0QO4RWiEdMib0,true,true
4OwhwvKESFtuu06dTgct7i,true,true
6ZtiywT2Qm50a1uR0jlY35,true,true
6BQrmjAgPfPTwILoFEK3Hd,true,true
6K4336phprB3Mj8qwYxibR,true,true
7x8dCjCr0x6x2lXKujYD34,true,true
16Of7eeW44kt0a1M0nitHM,true,true
0oPRfdP48RM4bd3xBFyiRo,true,true
5hpOBmnNc1mahkYGmte4NI,true,true
7zkLpY72g6lKQbiHDqri1S,true,true
4XPXrcpyNr30Km6aPiflJy,true,true
4RxdAzEmkPXTiIU6ULLoXh,true,true
28cnXtME493VX9NOw9cIUh,true,true
0dXNQ8dckG4eYfEtq9zcva,true,true
2ODUTBkiOWoYSUjKpGJxQE,true,true
0XwRlvv3KlOu4HWlOH34XG,true,true
2TeLIzFBe3hxkPR5FIQZut,true,true
46lFttIf5hnUZMGvjK0Wxo,true,true
3UhmuWcFaLS3AO3kI9ynQ2,true,true
6jgkEbmQ2F2onEqsEhiliL,true,true
0nYvjcSlCgjcwogQAwIwNp,true,true
1eprzC29mwUQqcVj0eILdx,true,true
2Mpj1Ul5OFPyyP4wB62Rvi,true,true
3XOalgusokruzA5ZBA2Qcb,true,true
6eNRGL6Nkdg7RhJtmbcl0j,true,true
5BK0uqwY9DNfZ630STAEaq,true,true
6ojicjDYUUoeE1tdSvfFo4,true,true
48a10s0prwFVvEbGWdVhi7,true,true
04sN26COy28wTXYj3dMoiZ,true,true
6QuwMgDZub0zf70EOcWtqk,true,true
4P9Q0GojKVXpRTJCaL3kyy,true,true
0JbSghVDghtFEurrSO8JrC,true,true
0kIhdc2rN4TCBzvZ1MtVmz,true,true
2S2od3hT7ceytw7d1pTRuE,true,true
2P5yIMu2DNeMXTyOANKS6k,true,true
2Jn3wcH9TSCFMQjlWreTft,true,true
4LyIHEDbAWDeKV0JbVZae9,true,true
6QCPweR3aP6nj7P43WpiZs,true,true
6SRsiMl7w1USE4mFqrOhHC,true,true
58k32my5lKofeZRtIvBDg9,true,true
1Lim1Py7xBgbAkAys3AGAG,true,true
6IpvkngH89cA3hhPC84Leg,true,true
09UUDUFaudMcUkocm2iqR8,true,true
6OZwia8loN0aPS0vTvsBjR,true,true
0EpdLuptraYGFZ6J7HNSLc,true,true
5KTBaWu8IOczQ0sPWzZ7MY,true,true
3A4cpTBPaIQdtPFb5JxtaX,true,true
0yB4jrSwN0bFtFRDR5vyMj,true,true
5CRVwXGikmqzoRO6q7FeAg,true,true
4cGqn0E8JCSY9gQllQj4Mf,true,true
4o6v3Oooyt7HF20idztRD4,true,true
37mfTcSlX60JtAvAETytGs,true,true
1IquNFg2RRH1CLRAHNVgQ9,true,true
2g2a5kDeZexbUTD8abcvm6,true,true
2jdAk8ATWIL3dwT47XpRfu,true,true
3PBPLps3EbPjBSSOpKmJ8J,true,true
58AGoOGbwsQMhBbH0eFLRR,true,true
3fo6DYGktjENCiagUeU9yH,true,true
658I1uDnmLSiltFCf98AWE,true,true
2vXgyN14LX2zl7JEASw242,true,true
6klFWv2xDGeTDoiKTtx4hg,true,true
090GUuqAuh7Vje3V745nep,true,true
360Wr96ywrCQq4kTAJ8Pq6,true,true
7hU3IHwjX150XLoTVmjD0q,true,true
2t8yVaLvJ0RenpXUIAC52d,true,true
5jUOG0aeAofL5u3UWyrtDO,true,true
6UFivO2zqqPFPoQYsEMuCc,true,true
1pdFdv8R6ezIAUUNkn785b,true,true
6fTgbkBiMITtHUmik95ClX,true,true
62Yo3FDddWY8ydu6PW2wyz,true,true
42lpuSQmnLUM1ZXJVzIVOi,true,true
0sHW1jXe6Sou3437gJQNGA,true,true
2fhOljbX79loRcdl47SFye,true,true
6aDsgHPZsMztSbZernzlF8,true,true
7tMn4y7eBEMcUFIWZPaHCM,true,true
2hloaUoRonYssMuqLCBLTX,true,true
4VuS959DSpr82t3qBqCrWG,true,true
0O0kmHHBUG4YCqrKvMnmQy,true,true
4BdGO1CaObRD4La9l5Zanz,true,true
1UsvO5U72YRU8Xnq8Lp14O,true,true
3qDbBtbRv6eBls6q51pAL7,true,true
3jVtllWS5CFFWLQng8sKsr,true,true
30uCmqegKQnH5AbOE51gPD,true,true
7hby1Z5hyRU4pdQgCFcCC7,true,true
02shCNmb6IvgB5jLqKjtkK,true,true
0j3mqDTK4Z6lvrLzFCUUz6,true,true
2ogKhhoMClkFXek7ZgxAhN,true,true
1nfOP7xNHeFSPOlziXswJc,true,true
5tf1VVWniHgryyumXyJM7w,true,true
0snQkGI5qnAmohLE7jTsTn,true,true
0fGh0trRN1xz3s41r7V5ce,true,true
214nt20w5wOxJnY462klLw,true,true
1Z0cZI0UzNbP9L8MzzGxqf,true,true
1cktZnxiONH0hR6Q3DKy8h,true,true
2eTkxblLeqdTSsb2ivafDX,true,true
0YywjDvFudcaHG74NuWISy,true,true
63WuQOXohQIxOxIFA2K7bR,true,true
79XrkTOfV1AqySNjVlygpW,true,true
65FftemJ1DbbZ45DUfHJXE,true,true
27rdGxbavYJeBphck5MZAF,true,true
1SFA5zEVOsLhEg7ynbvQFT,true,true
6k9zUQ7Gngrs8ULzQOyDDV,true,true
3UGIZ8qcrMTwzLbx6Kttqt,true,true
4sOX1nhpKwFWPvoMMExi3q,true,true
5LisHkYlpdkqNYl1HZ5cKd,true,true
2dgrYdgguVZKeCsrVb9XEs,true,true
0Cy7wt6IlRfBPHXXjmZbcP,true,true
7yYrG1nIPeZdLoA9tfU8LL,true,true
1fzAuUVbzlhZ1lJAx9PtY6,true,true
4Wu62DoQg1ECGlDKDfo30R,true,true
25cUhiAod71TIQSNicOaW3,true,true
1wGnp7ejkCuXRsehXx0PNP,true,true
1Q2fYlSdwuutWj3QplhY9q,true,true
15Br2J1kEKCNXCuDtxtfFf,true,true
2Z8WuEywRWYTKe1NybPQEW,true,true
1k1e4Amkn7hIFrEthtazqT,true,true
696DnlkuDOXcMAnKlTgXXK,true,true
64PgpLHuQK3UJ5qZ875Vei,true,true
23L5CiUhw2jV1OIMwthR3S,true,true
4Iedi94TIaB2GGb1nMB68v,true,true
7LH2UUuyMHt7035PLZQ8wx,true,true
7sopDXkuzXtHt8AQpdBxmT,true,true
6b8Be6ljOzmkOmFslEb23P,true,true
3z4CGd63tpUn9a6oQSG0CI,true,true
4y1nvncvBhdoelqPMyXxis,true,true
3vLByi1CdmNJPpTtOdKqAQ,true,true
6N22FZs2ZhPBYi3b9XPajV,true,true
7v8wKvNQQIxkugCFFjrkaO,true,true
05EG9LwFCVjkoYEWzsrHHO,true,true
3CeKc83EsgRPItgvlDHo5B,true,true
1bzRhnrWU1l1u4Bby9ZbfQ,true,true
6f3Slt0GbA2bPZlz0aIFXN,true,true
4VgEM12OeaN3GyBV487Me7,true,true
6EDO9iiTtwNv6waLwa1UUq,true,true
0KXdSF0Poa57KOepZ3hKrh,true,true
02rdXe0KhMe8p6ZHzYtuw0,true,true
7GrffUxvaKz4wKmyutin0P,true,true
0xaFw2zDYf1rIJWl2dXiSF,true,true
5MwynWK9s4hlyKHqhkNn4A,true,true
4GSDkZt7GcmzBWmsMcpaVO,true,true
76YSWx6L6FNsuaP6GWBb8P,true,true
4HwDCXsMBC7SUdp2WT4MZP,true,true
6u3CPnFMKANYgfdiifFOiJ,true,true
6zSpb8dQRaw0M1dK8PBwQz,true,true
4rPJSqrov3zqGwXlemLBMw,true,true
4191RXFPa7Ge9XkA4cWlna,true,true
77vx7sGjdqwdnQL968t8oY,true,true
3uRLwBjI2TahxslcMTvpFs,true,true
1QPreu0BNOrUfEb8HTd2qG,true,true
4pTkDIlpFNoeWbahu8pVXW,true,true
4k3lPl8YTKuY8c1HelVnm3,true,true
6cmm1LMvZdB5zsCwX5BjqE,true,true
5f4Hy5mw5SRaUgXX9c6P5S,true,true
0PG9fbaaHFHfre2gUVo7AN,true,true
43yyvWNjl3yWpghcrxZYkr,true,true
3iwKWIaEZ5jafPYZZSCDLz,true,true
1De7cOMrdUnVpjWBaowMg4,true,true
5xrtzzzikpG3BLbo4q1Yul,true,true
5IfHQilcjciOxJQBFCNCCN,true,true
6J3kt4eAqRffh5lBuHJJSO,true,true
1mAey8kEPmDM2icL56kS9d,true,true
21H0pUV2uPIPcFnFhgTBjo,true,true
1SymEzIT3H8UZfibCs3TYi,true,true
5PNvgiKSwMdjBsDsgFCFLX,true,true
27XMmSWSOXJ7eVb40tH93T,true,true
2FCXQHugkoHE1K3tiDu8pu,true,true
0nXXgjpcisM0bheuDZHAub,true,true
4cbdPT6uaBOgOQe3fLMofl,true,true
5CLGzJsGqhCEECcpnFQA8x,true,true
69ZzhvHnSSnzMO8SMYEJWb,true,true
2yXyz4NLTZx9CLdXfLTp5E,true,true
4qu63nuBpdn0qHUHuObEj1,true,true
3IgjZRkRFAWflrCxRimOoL,true,false
2tGvwE8GcFKwNdAXMnlbfl,true,true
3drdWsJKiVCSQ2gKhd9BDT,true,true
1qA7crrPzO702kDZgRAhyk,true,true
6Hio4nlyWL2WBL8nYlbuGt,true,true
523f4oSjrZx83XDtRLnsIw,true,true
1wHZx0LgzFHyeIZkUydNXq,true,true
6KJqZcs9XDgVck7Lg9QOTC,true,true
3xCkNUiap7EBjqnRldHSSh,true,true
4HyVMzg0sUQsdOxRvSO8Ka,true,true
3yEtuhGR8jOtusa29jWrhG,true,true
1eyzqe2QqGZUmfcPZtrIyt,true,true
1xLCwgQcF6bKncTJmRGGws,true,true
4uDhts78RdwIDjEqPrYVKp,true,true
5rCt377EMkCJ0D0sldd5t8,true,true
5G5Xl4HHGJM6MrMAUIb538,true,true
3Wrjm47oTz2sjIgck11l5e,true,true
6r7ULK6c5CLVvImjTIztl1,true,true
5TgEJ62DOzBpGxZ7WRsrqb,true,true
3uvgwwqNvWHc7S32PvPD7r,true,true
4dASQiO1Eoo3RJvt74FtXB,true,true
3uouaAVXpQR3X8RYkJyitQ,true,true
3ZGJhN4unVspOqpwGvUL2W,true,true
7AUhck1sPy11OExQmDDx4P,true,true
017PF4Q3l4DBUiWoXk4OWT,true,true
2mDLrugtj3r6XpH3SdlLGB,true,true
4QWXSTeUHFzU0INh7SNqSU,true,true
0xD23i0X1WjqMSYIxRfO80,true,true
5EbtodsuLbxrFDH6j5avVS,true,true
1170VohRSx6GwE6QDCHPPH,true,true
3nqqDo8CcCLke3ZoTgiOKf,true,true
4GeyPGMzh6VwdNcaCufY9f,true,true
5hc71nKsUgtwQ3z52KEKQk,true,true
5RQKSb1oqK7bAkuNpu1NSC,true,true
1Ym6aMuT5bliaZMC67AmPp,true,true
10aWGOqSDBqvNzJ9NeKDbK,true,true
6Owc2SuzwO3LW1SAODYK3l,true,true
3TCauNPqFiniaYHBvEVoHG,true,true
2VOomzT6VavJOGBeySqaMc,true,true
5cbpoIu3YjoOwbBDGUEp3P,true,true
78dtqFPt7cvYgS2zTXtZKV,true,true
0mUyMawtxj1CJ76kn9gIZK,true,true
2uuJs2nltcYFh9pkKP7bW4,true,true
2MJVc9F85EPNiSfD1KKhC9,true,true
7cpCU3Denug5NGZsSpQl8v,true,true
0KUPRHjyvFMnl4XLN3q1S1,true,true
1nYzjrdVQ8RpF93M0jPFW7,true,true
6IfPyMb0Sxptpx6jBUATOS,true,true
33LizV83s7z1gwtmLiKlmv,true,true
4NYwy0R3NdvORX2B6OZXBT,true,true
4zrKN5Sv8JS5mqnbVcsul7,true,true
0czcoKJbJt08NqKrvSbbz7,true,true
2gpaJPUWNx2xmOwy2NNLu8,true,true
5IFSvSEeCAvvBEQ85poqKB,true,true
1DRLIUG8HFTBfJOFYaByZn,true,true
5icOoE6VgqFKohjWWNp0Ac,true,true
7cZoAjj5vufdREBJZGW2lH,true,false
3ObPkJQAgjAhTwYvDhPrAW,true,true
1bFgMkoazsyZGSflpCzYm6,true,true
30MM5jWpUmOxtTNd9Ey5LZ,true,true
7dFGkZbmm6cVlI28bfMaWE,true,true
2N3U8uTYhjX2KwGT0pf5x0,true,true
2i2gDpKKWjvnRTOZRhaPh2,true,true
4YYHgF9dWyVSor0GtrBzdf,true,true
40qGH4aiVeaFW7qIPCyTVa,true,true
4ggabbjjuHrG06SsYnqvEs,true,true
2IN5quW5Yd0mi6PzMoaz5y,true,true
3eqOaTqnyb0GEgv6JInG6W,true,true
30cSNer6TV8x2utjULVeQ5,true,true
6RiiSy9GzSwiyDEJDiMuKe,true,true
2GiJYvgVaD2HtM8GqD9EgQ,true,true
3Y1Xr5Hfie9SDXPxIHSgbz,true,true
4mL59LVbKgOpEACxraGYdr,true,true
5GiYIXJ21dQlzxdL3Qsyh6,true,true
35o9a4iAfLl5jRmqMX9c1D,true,true
5rKMN0bKdqcGWo1iLvv30Y,true,true
1AWQoqb9bSvzTjaLralEkT,true,true
6WfxIJKmYRSpsBJv0tEAKX,true,true
33bURv895AN4FkBvgFo2dx,true,true
15Hx1oi6C3AxYhhvolqrJG,true,true
7ErtOGQ9DwyQa3lwP77j4u,true,true
4rmVZajAF7PkrCagGPHbqa,true,true
6xGruZOHLs39ZbVccQTuPZ,true,true
1wADwLSkYhrSmy4vdy6BRn,true,true
0HAG6nIiEKd75yGpovuSJQ,true,true
74cVJfmK18rhWnscIpGXjt,true,true
1QpwvWMQGdOgA8MXXfgs4H,true,true
4PJ3umtW1aWdfh5EITHc6T,true,true
7xaqxUl08zOg0YNUHokQpq,true,true
4wajJ1o7jWIg62YqpkHC7S,true,true
6hzi3AGB39FjxFqcjgbWs7,true,true
4gIDvFHsqRsniD9JngIVCL,true,true
1uNePI826aqh9uC9pgbeHU,true,true
5rb9QrpfcKFHM1EUbSIurX,true,true
1wcr8DjnN59Awev8nnKpQ4,true,true
5fpq1wF8xa5tSSlcKHdmGQ,true,true
3hlksXnvbKogFdPbpO9vel,true,true
6Z165JvPnS8PYvGW8oLGLc,true,true
0T7dLau2Ccr9CbeXtOB4vU,true,true
308Ir17KlNdlrbVLHWhlLe,true,true
3gFcGnU4kTdMYLXDjH1TK8,true,true
0gYXw7aPoybWFfB7btQ0eM,true,true
3sTN90bIP2cJ1783ctHykO,true,true
6w8ZPYdnGajyfPddTWdthN,true,true
5Z8HZM6iQMhhqyPcCGY5g9,true,true
4xqrdfXkTW4T0RauPLv3WA,true,true
1B4XhExXA4NswSQPetDuEg,true,true
7LbhIjYNfCguxjAw43Mkff,true,true
0Dc7J9VPV4eOInoxUiZrsL,true,true
50Td3qilgs8BLtv8mHyT1t,true,true
6OtCIsQZ64Vs1EbzztvAv4,true,true
5lfWrciYtohtIMVDVZd0Rf,true,true
5urYiIXu1ZhfMAOsp7WDTc,true,true
698eQRku24PIYPQPHItKlA,true,true
5rohUzwEoRsUvAA1Bf3DLo,true,true
7bxGcILuAjkZzaveU28ZJS,true,true
4vyG9ZhHT8MKJE5mTICMFC,true,true
1IqF5PUDUnaykHLs0RWbDO,true,true
7MHN1aCFtLXjownGhvEQlF,true,true
5UGAXwbA17bUC0K9uquGY2,true,true
35RJhm1pEovTBwnNR0zWad,true,true
4f49sFQko7jHLEFd3tCf5p,true,true
59uQI0PADDKeE6UZDTJEe8,true,true
3JfHYZKy5JmE5Fv4gDTCiz,true,true
1j4yhkxSCEDmiLVKjpYKWq,true,true
11zf7m4vw9Ze7cer9Nyhk1,true,true
360UM2DaiHZPRu0EsrOvMp,true,true
2ccuOtUjIyx3tPcsnpeBzJ,true,true
6tsojOQ5wHaIjKqIryLZK6,true,true
1zLBsSVxETQOfINOLYvT5m,true,true
68HocO7fx9z0MgDU0ZPHro,true,true
2rCbl9naJYhaxjLsfx88uM,true,true
40KZgKCIvRVIoZqv9lNBoP,true,true
3AjyOYxBv8bByfBtG5o9dP,true,true
44ADyYoY5liaRa3EOAl4uf,true,true
2wAJTrFhCnQyNSD3oUgTZO,true,true
5sbooPcNgIE22DwO0VNGUJ,true,true
0Thqjtu54vKMP06pwZkAWp,true,true
6vegnfDS8DAEaCqWaPYGPy,true,true
1GN6qqehnqUfUHH1gfK81v,true,true
05NpeTQWnzXS1d8ZqL4YFZ,true,true
3ZGkdrigbWXLgHungXfZkt,true,true
4mD9hjoTckjeL1CrJCx0MT,true,true
5W3cjX2J3tjhG8zb6u0qHn,true,true
7eB1V5LvAdxCc7brfGhRRo,true,true
3Q7o2zzvXj7QiSCumjBpvu,true,true
6XHVuErjQ4XNm6nDPVCxVX,true,true
6KU6lJNEwpHSB8EdI6klNN,true,true
2Y0nQvsefIWf3UyR7dtIPK,true,true
7eQpbVg3tjHmtdOlAHxaTr,true,true
2Z8yfpFX0ZMavHkcIeHiO1,true,true
21O0XXPEWPtePt5RMY93Ob,true,true
1qNUhmx3rGjiMRThz7Eruv,true,true
7e8utCy2JlSB8dRHKi49xM,true,true
3QF5RsWzK1lCvf2o2cY65P,true,true
7iNIg7XDEaYECfWD5dJ9Va,true,true
2VxQqF52M7IPkiLd4XmTNi,true,true
4cG7HUWYHBV6R6tHn1gxrl,true,true
0NUJhYxwcAAB4UQULseQyX,true,true
54bFM56PmE4YLRnqpW6Tha,true,true
5oady7OSE7dH7LHiqmb3Cr,true,true
3HsFSrIsbO54TFDfG66pZm,true,true
1c0zagykmGPDYuxJeDqZhJ,true,true
0UMqDSXk4xvoCNRrIEPf7T,true,true
2zDwJnP9n9yCUyfiLIwkDM,true,true
42bbDWZ8WmXTH7PkYAlGLu,true,true
6NSMQFKgjpQb0KkjMDYIK0,true,true
04OSnqlwlBJMvidYccraVz,true,true
6O734u9qnz6B4gWMyszWhi,true,true
7JahThtCGJ9cdn6HWTWf9S,true,true
6Q5uDNuuFYa8ToL3CCoHPC,true,true
2sUknbm8xdLQgH7wb8xcTX,true,true
4at3d5QWnlibMVN75ECDrp,true,true
2B9E5Lh019LAYrUAUZSHUA,true,true
7J41dYQolQJEtj3UmKLu5r,true,true
72GNW1xKoi5BAhMYAW6e7e,true,true
2JvzF1RMd7lE3KmFlsyZD8,true,true
4TIqzdAssasqx3DAe6cG9J,true,true
5e9aFSdnkQUrm5y8Dhw0qN,true,true
15DeqWWQB4dcEWzJg15VrN,true,true
0k4d5YPDr1r7FX77VdqWez,true,true
5ZSl6gDoV6bPPxzmLeneV9,true,true
3r8RuvgbX9s7ammBn07D3W,true,true
7zFXmv6vqI4qOt4yGf3jYZ,true,true
7g3htkaLz4ETFn0cifwM3y,true,true
5kB6WithhB8Iv08EMNmAbt,true,true
65ES1qwOB577ZnTkizMXJJ,true,true
10SRMwb9EuVS1K9rYsBfHQ,true,true
0dcHD9QhnWRA41zoLnC83X,true,true
5dntGTbUtmUO239wQ0k3yM,true,true
4e54PAuILqrhjr2ryuMvdq,true,true
3IznIgmXtrUaoPWpQTy5jB,true,true
3AVrVz5rK8Hrqo9YGiVGN5,true,true
23WI5V2eD4EyGKxSl7Pyeq,true,true
4fIWvT19w9PR0VVBuPYpWA,true,true
3LP4QpKptfe2yEC7oG5iNa,true,true
7xQrt5TkFBBmlTEPJvXTH8,true,true
1mXVgsBdtIVeCLJnSnmtdV,true,true
6pp6xf9zS55GD4nr318XUH,true,true
2kx5sQgmjYug0GiDh1a4sU,true,true
3K00Ib1shkOEiAXU5pec6e,true,true
3U5JVgI2x4rDyHGObzJfNf,true,true
6hgoYQDUcPyCz7LcTUHKxa,true,true
0dGqP4VickYjtIaB5VOt4H,true,true
3kgt8Ys78I6GBZlQrWqZiA,true,true
1HsSIPLTQT354yJcQGfEY3,true,true
5OPte07J5hRK1pTn0f7ldr,true,true
51Of5p3lKZeOg6itfs4og4,true,true
4Q6LSSmQwn94hioXfvzdbU,true,true
3ITkrUvAA6gzxer2UIom3P,true,true
672zDo2nzWSoIIQ7zD5kuj,true,true
4JehYebiI9JE8sR8MisGVb,true,true
6bVtAHmzr3X8pwJ2TpeF2G,true,true
2hKdd3qO7cWr2Jo0Bcs0MA,true,true
7phmBo7bB9I9YifAXqnlqV,true,true
57nvtO3EJuh6zuB67R3QeF,true,true
5ruzrDWcT0vuJIOMW7gMnW,true,true
74f0dpqHhTeTJzs4pmZ1yq,true,true
1AO5MeGsWdPLejY47pnYYy,true,true
6xHI9KjUjYT0FPtGO8Mxa1,true,true
0zqBZqm5czQ3A4EoSdKFHj,true,true
1tpWtFdAuY9chjl5YhzsTP,true,true
25MXhQD6t6jkWhYcuGBcjt,true,true
6f3ANRNQ8nCiPZ6VqXqq93,true,true
2hQdmjAhYEuMuqNWZCsz1J,true,true
5t6VBNWXxcwlrxCjU7ytGg,true,true
6tDDoYIxWvMLTdKpjFkc1B,true,true
60jzFy6Nn4M0iD1d94oteF,true,true
2oENJa1T33GJ0w8dC167G4,true,true
6gdDu39yYqPcaTgCwYEW8i,true,true
14kYOiFVPb7E7NfFbqhdln,true,true
086myS9r57YsLbJpU0TgK9,true,true
0IGXY47K2ha3AHfX57wY1O,true,true
1ZiReD9pPTttQWwSoYqdyH,true,true
